Id,Indicator,Aggregation method,Dataset,Development relevance,Indicator Name,License Type,License URL,Limitations and exceptions,Long definition,Othernotes,Periodicity,Referenceperiod,Short definition,Source,Statistical concept and methodology,Topic,Unit of measure
SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),Weighted average,WDI,"Despite much progress in recent decades, gender inequalities remain pervasive in many dimensions of life - worldwide. But while disparities exist throughout the world, they are most prevalent in developing countries. Gender inequalities in the allocation of such resources as education, health care, nutrition, and political voice matter because of the strong association with well-being, productivity, and economic growth. These patterns of inequality begin at an early age, with boys routinely receiving a larger share of education and health spending than do girls, for example.













Women are vastly underrepresented in decision-making positions in government, although there is some evidence of recent improvement. Gender parity in parliamentary representation is still far from being realized. Without representation at this level, it is difficult for women to influence policy.













A strong and vibrant democracy is possible only when parliament is fully inclusive of the population it represents. Parliaments cannot consider themselves inclusive, however, until they can boast the full participation of women. This is not just about women's right to equality and their contribution to the conduct of public affairs, but also about using women's resources and potential to determine political and development priorities that benefit societies and the global community.",Proportion of seats held by women in national parliaments (%),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"The number of countries covered varies with suspensions or dissolutions of parliaments. There can be difficulties in obtaining information on by-election results and replacements due to death or resignation. These changes are ad hoc events which are more difficult to keep track of. By-elections, for instance, are often not announced internationally as general elections are. Parliaments vary considerably in their internal workings and procedures, however, generally legislate, oversee government and represent the electorate. In terms of measuring women's contribution to political decision making, this indicator may not be sufficient because some women may face obstacles in fully and efficiently carrying out their parliamentary mandate.











The data is compiled by the Inter-Parliamentary Union on the basis of information provided by National Parliaments. The percentages do not take into account the case of parliaments for which no data was available at that date. Information is available in all countries where a national legislature exists and therefore does not include parliaments that have been dissolved or suspended for an indefinite period.",Women in parliaments are the percentage of parliamentary seats in a single or lower chamber held by women.,"Relevance to gender indicator: Women are vastly underrepresented in decision making positions in government, although there is some evidence of recent improvement. Gender parity in parliamentary representation is still far from being realized. Without representation at this level, it is difficult for women to influence policy.

This is the Sustainable Development Goal indicator 5.5.1 (a). [https://unstats.un.org/sdgs/metadata/].",Annual,1997-2024,Women in parliaments are the percentage of parliamentary seats in a single or lower chamber held by women.,"Monthly ranking of women in national parliaments, Inter-Parliamentary Union (IPU), uri: https://data.ipu.org/women-ranking/, note: For the year of 1998, the data is as of August 10, 1998., type: Excel, date accessed: 2024-03-21","Methodology: The proportion of seats held by women in national parliaments is the number of seats held by women members in single or lower chambers of national parliaments, expressed as a percentage of all occupied seats; it is derived by dividing the total number of seats occupied by women by the total number of seats in parliament.
Statistical concept(s): This indicator assesses the extent to which women are provided with equal opportunities to participate in parliamentary decision-making processes. It applies to the sole chamber of unicameral national parliaments and the lower chamber in the case of bicameral systems. The upper chamber in bicameral parliaments is not included in this measure. Parliamentary seats are typically occupied by individuals who are victorious in general elections, though they can also be acquired through nomination, appointment, indirect election, member rotation, or by-elections. The term 'seats' refers to the total count of parliamentary mandates or the total number of parliament members.",Leadership,% of single or lower chamber seats